Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Ctub_58D11_acrpm.spades.pilon.fasta_genome,Ctub_DM01A02_acrpe.spades.pilon.fasta_genome,Ctub_DM01A08_acvsp.spades.pilon.fasta_genome,Ctub_DM01E11_acrpd.spades.pilon.fasta_genome,Ctub_DM06H05_acvsn.spades.pilon.fasta_genome,Ctub_DM12B01_acvst.spades.pilon.fasta_genome,Ctub_DM18A08_acvth.spades.pilon.fasta_genome,Ctub_DM18C03_acvti.spades.pilon.fasta_genome,Ctub_DM21B10_acrox.spades.pilon.fasta_genome,Ctub_DM21C09_acvtj.spades.pilon.fasta_genome,Ctub_DM21C11_acrow.spades.pilon.fasta_genome,Ctub_DM24D01_acvsz.spades.pilon.fasta_genome,Ctub_DM28E02_acrpb.spades.pilon.fasta_genome,Ctub_DM31F07_acvta.spades.pilon.fasta_genome,Ctub_DM31F11_acvtb.spades.pilon.fasta_genome,Ctub_DM31G10_acvtk.spades.pilon.fasta_genome,Ctub_DM32D06_acrpp.spades.pilon.fasta_genome,Ctub_DM32E08_acrpq.spades.pilon.fasta_genome,Ctub_DM33A08_acvtm.spades.pilon.fasta_genome,Ctub_DM33G03_acvtd.spades.pilon.fasta_genome,Ctub_DM41C07_acvtl.spades.pilon.fasta_genome,Ctub_DM41D05_acvtg.spades.pilon.fasta_genome,GCF_000159115.1_ASM15911v1_genomic.fna_genome,GCF_000175635.1_ASM17563v1_genomic.fna_genome,GCF_016127015.1_ASM1612701v1_genomic.fna_genome,GCF_016613425.1_ASM1661342v1_genomic.fna_genome,GCF_016728365.1_ASM1672836v1_genomic.fna_genome,GCF_016894265.1_ASM1689426v1_genomic.fna_genome,duplicate_Ctub_DM24A09_acroz.spades.pilon.fasta_genome
group_1382,,IS256-like element IS1249 family transposase,1,1,1.0,1,1710,,,,1140,1140,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,AKMLPEBN_01077,,,
group_1381,,hypothetical protein,1,1,1.0,1,1709,,,,1140,1140,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,BENEEMDG_02214,,,,
group_1380,,radical SAM family heme chaperone HemW,1,1,1.0,1,1708,,,,1140,1140,1140.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00936,,,,,,
group_1379,,hypothetical protein,1,1,1.0,1,1707,,,,1140,1140,1140.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00215,,,,,,
group_1378,,hypothetical protein,1,1,1.0,1,1706,,,,1140,1140,1140.0,,,,,JLHCMBLP_00459,,,,,,,,,,,,,,,,,,,,,,,,
group_1376,,hypothetical protein,1,1,1.0,1,1704,,,,1140,1140,1140.0,,BAEMFPOL_00341,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1374,,Nif3-like dinuclear metal center hexameric protein,1,1,1.0,1,1702,,,,1143,1143,1143.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01011,,,,,,
cas7e,cas7e,type I-E CRISPR-associated protein Cas7/Cse4/CasC,1,1,1.0,1,1701,,,,1143,1143,1143.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00991,,,,,,
group_1373,,hypothetical protein,1,1,1.0,1,1700,,,,1143,1143,1143.0,,,,,,,,,,,,,,MHAMJDNJ_00171,,,,,,,,,,,,,,,
group_1372,,hypothetical protein,1,1,1.0,1,1699,,,,1143,1143,1143.0,,,,,,,,,,COKKGDBG_01935,,,,,,,,,,,,,,,,,,,
group_1371,,hypothetical protein,1,1,1.0,1,1698,,,,1143,1143,1143.0,,,,,JLHCMBLP_00288,,,,,,,,,,,,,,,,,,,,,,,,
group_1370,dusB,tRNA dihydrouridine synthase DusB,1,1,1.0,1,1697,,,,1146,1146,1146.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00760,,,,,,
group_1369,,hypothetical protein,1,1,1.0,1,1694,,,,1149,1149,1149.0,,,,,,,,,,,,,,,,,,,,,,,,,BENEEMDG_01461,,,,
group_1368,,IS256-like element IS1249 family transposase,1,1,1.0,1,1693,,,,1149,1149,1149.0,,,,,,,,,,,OFMFJDLO_01074,,,,,,,,,,,,,,,,,,
group_1367,,IS256-like element IS1249 family transposase,1,1,1.0,1,1692,,,,1149,1149,1149.0,,,,,,,,,,COKKGDBG_00520,,,,,,,,,,,,,,,,,,,
group_1366,,hypothetical protein,1,1,1.0,1,1691,,,,1149,1149,1149.0,,,,,,,,HPNOPOKD_01393,,,,,,,,,,,,,,,,,,,,,
group_1365,,thiamine pyrophosphokinase,1,1,1.0,1,1690,,,,1152,1152,1152.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01500,,,,,,
group_1364,,hypothetical protein,1,1,1.0,1,1689,,,,1152,1152,1152.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01292,,,,,,
group_1363,,hypothetical protein,1,1,1.0,1,1687,,,,1152,1152,1152.0,,,,,,,,,,,OFMFJDLO_00582,,,,,,,,,,,,,,,,,,
group_1362,,MFS transporter,1,1,1.0,1,1685,,,,1155,1155,1155.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01550,,,,,,
group_1361,,ATP-binding cassette domain-containing protein,1,1,1.0,1,1684,,,,1155,1155,1155.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01410,,,,,,
group_1360,,ATP-binding protein,1,1,1.0,1,1683,,,,1155,1155,1155.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00933,,,,,,
group_1359,,hypothetical protein,1,1,1.0,1,1682,,,,1155,1155,1155.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00733,,,,,,
group_1358,,hypothetical protein,1,1,1.0,1,1681,,,,1155,1155,1155.0,,,,,,,,,,,,,,,,,,,,,,LBJDDPHL_00846,,,,,,,
group_1357,,hypothetical protein,1,1,1.0,1,1680,,,,1155,1155,1155.0,,,,,,,,,,,,,,,,,,DFDDJIAG_00780,,,,,,,,,,,
group_1355,,MFS transporter,1,1,1.0,1,1678,,,,1155,1155,1155.0,,BAEMFPOL_01596,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1354,,hypothetical protein,1,1,1.0,1,1677,,,,1158,1158,1158.0,,,,,,,,,,,,,,,,,,,,,,,,,BENEEMDG_01468,,,,
group_1353,,hypothetical protein,1,1,1.0,1,1676,,,,1158,1158,1158.0,,,,,,,,,,,,,,,,,DOCAKEAD_01620,,,,,,,,,,,,
group_1349,,citrate synthase,1,1,1.0,1,1672,,,,1161,1161,1161.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02132,,,,,,
group_1348,,alpha/beta hydrolase,1,1,1.0,1,1671,,,,1161,1161,1161.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01475,,,,,,
dnaJ_2,dnaJ_2,molecular chaperone DnaJ,1,1,1.0,1,1670,,,,1161,1161,1161.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00938,,,,,,
group_1347,,hypothetical protein,1,1,1.0,1,1669,,,,1161,1161,1161.0,,,,,,,,,,,,,,,MHMDHDMK_01053,,,,,,,,,,,,,,
group_1344,,Asp23/Gls24 family envelope stress response protein,1,1,1.0,1,1666,,,,1164,1164,1164.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01981,,,,,,
group_1343,,hypothetical protein,1,1,1.0,1,1665,,,,1164,1164,1164.0,,,,,,,,,,,,,,,,,,DFDDJIAG_02032,,,,,,,,,,,
cpg2,cpg2,Carboxypeptidase G2,1,1,1.0,1,1664,,,,1164,1164,1164.0,,,,,,,,,,,,,,,,GOOOCOCF_01590,,,,,,,,,,,,,
group_1341,,hypothetical protein,1,1,1.0,1,1662,,,,1167,1167,1167.0,,,,,,,,,,,,,,,,,,,,,FABEFEHK_00605,,,,,,,,
xerC,xerC,Tyrosine recombinase XerC,1,1,1.0,1,1661,,,,1167,1167,1167.0,,,,,,,,,,,,,,,,,,DFDDJIAG_00521,,,,,,,,,,,
group_1338,,hypothetical protein,1,1,1.0,1,1657,,,,1170,1170,1170.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01916,,,,,,
group_1337,bioF,8-amino-7-oxononanoate synthase,1,1,1.0,1,1656,,,,1170,1170,1170.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00981,,,,,,
group_1336,,hypothetical protein,1,1,1.0,1,1655,,,,1170,1170,1170.0,,,,,,,,,,,,,BCPKOOPG_01285,,,,,,,,,,,,,,,,
bioF,bioF,8-amino-7-oxononanoate synthase,1,1,1.0,1,1654,,,,1170,1170,1170.0,MNDJGCBO_02099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1335,,hypothetical protein,1,1,1.0,1,1653,,,,1173,1173,1173.0,,,,,,,,,,,,,,,,,,,,,,,,,,AKMLPEBN_00937,,,
nagA,nagA,N-acetylglucosamine-6-phosphate deacetylase,1,1,1.0,1,1652,,,,1176,1176,1176.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01620,,,,,,
group_1334,,NYN domain-containing protein,1,1,1.0,1,1651,,,,1176,1176,1176.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01511,,,,,,
group_1330,,type VII secretion-associated protein,1,1,1.0,1,1646,,,,1179,1179,1179.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02038,,,,,,
group_1329,,hypothetical protein,1,1,1.0,1,1645,,,,1179,1179,1179.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00735,,,,,,
group_1328,,hypothetical protein,1,1,1.0,1,1644,,,,1179,1179,1179.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00046,,,,,,
group_1327,,M20 family metallopeptidase,1,1,1.0,1,1643,,,,1179,1179,1179.0,,,,,,,,,,,,,,,,,DOCAKEAD_01621,,,,,,,,,,,,
group_1325,dnaN,DNA polymerase III subunit beta,1,1,1.0,1,1641,,,,1182,1182,1182.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01591,,,,,,
group_1324,,two-component sensor histidine kinase,1,1,1.0,1,1640,,,,1182,1182,1182.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01195,,,,,,
group_1323,,hypothetical protein,1,1,1.0,1,1639,,,,1182,1182,1182.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00121,,,,,,
group_1322,,hypothetical protein,1,1,1.0,1,1638,,,,1182,1182,1182.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00015,,,,,,
group_1320,,M3 family metallopeptidase,1,1,1.0,1,1636,,,,2025,2025,2025.0,,,,,,,,,,,,,,,,,,,,,,,,KOIPOHFF_02163,,,,,
group_1317,,hypothetical protein,1,1,1.0,1,1632,,,,1185,1185,1185.0,,,,,,,,,,,,,,,,,DOCAKEAD_01497,,,,,,,,,,,,
group_1316,,hypothetical protein,1,1,1.0,1,1631,,,,1185,1185,1185.0,,,,,,,,,,,,,,,,GOOOCOCF_02140,,,,,,,,,,,,,
group_1315,,helicase-associated domain-containing protein,1,1,1.0,1,1630,,,,2028,2028,2028.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00020,,,,,,
group_1313,,hypothetical protein,1,1,1.0,1,1628,,,,1188,1188,1188.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01765,,,,,,
group_1312,,glycosyltransferase 87 family protein,1,1,1.0,1,1627,,,,1188,1188,1188.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01062,,,,,,
xerC_1,xerC_1,Tyrosine recombinase XerC,1,1,1.0,1,1626,,,,1188,1188,1188.0,,,,,,,,,,,,,,MHAMJDNJ_01262,,,,,,,,,,,,,,,
group_1311,,M20 family metallopeptidase,1,1,1.0,1,1625,,,,1191,1191,1191.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02127,,,,,,
recF,recF,DNA replication/repair protein RecF,1,1,1.0,1,1624,,,,1191,1191,1191.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01592,,,,,,
group_1310,,N-acetylmuramoyl-L-alanine amidase,1,1,1.0,1,1623,,,,1191,1191,1191.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01582,,,,,,
srpC,srpC,putative chromate transport protein,1,1,1.0,1,1622,,,,1191,1191,1191.0,,,,,,,,,,,,,,,,,,,,,FABEFEHK_01790,,,,,,,,
group_1309,,hypothetical protein,1,1,1.0,1,1621,,,,1191,1191,1191.0,,BAEMFPOL_01244,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1305,,DivIVA domain-containing protein,1,1,1.0,1,1616,,,,1197,1197,1197.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01089,,,,,,
group_1304,,bifunctional RNase H/acid phosphatase,1,1,1.0,1,1615,,,,1197,1197,1197.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01013,,,,,,
group_1303,,hypothetical protein,1,1,1.0,1,1614,,,,1197,1197,1197.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00705,,,,,,
group_1302,,TPM domain-containing protein,1,1,1.0,1,1613,,,,2049,2049,2049.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00953,,,,,,
group_1301,,hypothetical protein,1,1,1.0,1,1612,,,,1197,1197,1197.0,,,,,,,GAGKCNGK_02077,,,,,,,,,,,,,,,,,,,,,,
group_1300,,hypothetical protein,1,1,1.0,1,1611,,,,1197,1197,1197.0,,,,IHDAGAJE_00722,,,,,,,,,,,,,,,,,,,,,,,,,
group_1299,,glycosyltransferase family 1 protein,1,1,1.0,1,1610,,,,1200,1200,1200.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01928,,,,,,
group_1298,,hypothetical protein,1,1,1.0,1,1608,,,,1200,1200,1200.0,,,IFBJDBIC_01050,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1297,,amidase,1,1,1.0,1,1606,,,,1203,1203,1203.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02186,,,,,,
trpB,trpB,tryptophan synthase subunit beta,1,1,1.0,1,1605,,,,1203,1203,1203.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01556,,,,,,
group_1296,,trypsin-like serine protease,1,1,1.0,1,1604,,,,1206,1206,1206.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01754,,,,,,
group_1295,,hypothetical protein,1,1,1.0,1,1603,,,,1206,1206,1206.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00972,,,,,,
group_1293,,IS110 family transposase,1,1,1.0,1,1601,,,,1209,1209,1209.0,,,,IHDAGAJE_01751,,,,,,,,,,,,,,,,,,,,,,,,,
group_1291,,divalent metal cation transporter,1,1,1.0,1,1599,,,,1212,1212,1212.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02176,,,,,,
group_1290,,dicarboxylate/amino acid:cation symporter,1,1,1.0,1,1598,,,,1212,1212,1212.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01558,,,,,,
group_1289,,IS110 family transposase,1,1,1.0,1,1597,,,,1212,1212,1212.0,,,,,,,,,,,,,,MHAMJDNJ_00063,,,,,,,,,,,,,,,
group_1286,,MFS transporter,1,1,1.0,1,1594,,,,1212,1212,1212.0,,,,,,,GAGKCNGK_01474,,,,,,,,,,,,,,,,,,,,,,
group_1285,,hypothetical protein,1,1,1.0,1,1593,,,,1215,1215,1215.0,,,,,,,,,,,,,,,,,,,,,,,,,,AKMLPEBN_00992,,,
group_1282,,putative acetyl-CoA acyltransferase,1,1,1.0,1,1590,,,,1218,1218,1218.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00961,,,,,,
nupX,nupX,Putative nucleoside permease NupX,1,1,1.0,1,1589,,,,1221,1221,1221.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02134,,,,,,
group_1281,,HRDC domain-containing protein,1,1,1.0,1,1588,,,,1221,1221,1221.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01288,,,,,,
group_1280,,hypothetical protein,1,1,1.0,1,1586,,,,1224,1224,1224.0,,,,,,,,,,,,,,,,,,,,,,,,KOIPOHFF_02218,,,,,
galK,galK,galactokinase,1,1,1.0,1,1585,,,,1227,1227,1227.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02173,,,,,,
efeB,efeB,deferrochelatase/peroxidase EfeB,1,1,1.0,1,1584,,,,1227,1227,1227.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00910,,,,,,
group_1279,,hypothetical protein,1,1,1.0,1,1583,,,,1227,1227,1227.0,,,,,,,,,,,,,,,,GOOOCOCF_01352,,,,,,,,,,,,,
group_1278,,hypothetical protein,1,1,1.0,1,1582,,,,1227,1227,1227.0,,,,,,,,HPNOPOKD_01522,,,,,,,,,,,,,,,,,,,,,
group_1277,,IS30 family transposase,1,1,1.0,1,1581,,,,1230,1230,1230.0,,,,,,,,,,,,,,,,,,,,,,,,,BENEEMDG_00331,,,,
group_1276,,hypothetical protein,1,1,1.0,1,1580,,,,1230,1230,1230.0,,,,,,,,,,,,,,,,,,,,,FABEFEHK_02002,,,,,,,,
group_1274,,hypothetical protein,1,1,1.0,1,1578,,,,1230,1230,1230.0,,,,,JLHCMBLP_01027,,,,,,,,,,,,,,,,,,,,,,,,
group_1272,,glutamate 5-kinase,1,1,1.0,1,1576,,,,1233,1233,1233.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00884,,,,,,
group_1271,,flavohemoprotein,1,1,1.0,1,1575,,,,1233,1233,1233.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00606,,,,,,
group_1270,,hypothetical protein,1,1,1.0,1,1574,,,,1233,1233,1233.0,,,,,,,GAGKCNGK_01255,,,,,,,,,,,,,,,,,,,,,,
group_1269,,pyridoxal phosphate-dependent aminotransferase,1,1,1.0,1,1573,,,,1236,1236,1236.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00569,,,,,,
group_1267,,hypothetical protein,1,1,1.0,1,1571,,,,1239,1239,1239.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02122,,,,,,
mshC,mshC,cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase,1,1,1.0,1,1570,,,,1239,1239,1239.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01427,,,,,,
group_1266,,asparaginase,1,1,1.0,1,1569,,,,1239,1239,1239.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00743,,,,,,
group_1265,,hypothetical protein,1,1,1.0,1,1568,,,,1239,1239,1239.0,,,,,,,,,,,,,,,,,DOCAKEAD_00809,,,,,,,,,,,,
group_1264,,hypothetical protein,1,1,1.0,1,1567,,,,1242,1242,1242.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02064,,,,,,
group_1263,,hypothetical protein,1,1,1.0,1,1566,,,,1242,1242,1242.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01880,,,,,,
feoB_2,feoB_2,ferrous iron transport protein B,1,1,1.0,1,1564,,,,1245,1245,1245.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02267,,,,,,
smc_1,smc_1,Chromosome partition protein Smc,1,1,1.0,1,1563,,,,3372,3372,3372.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00984,,,,,,
group_1261,,hypothetical protein,1,1,1.0,1,1562,,,,1248,1248,1248.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00693,,,,,,
group_1260,,hypothetical protein,1,1,1.0,1,1561,,,,1248,1248,1248.0,,,,,,,,,,,,,BCPKOOPG_00418,,,,,,,,,,,,,,,,
arcA,arcA,Arginine deiminase,1,1,1.0,1,1560,,,,1248,1248,1248.0,MNDJGCBO_02430,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1259,,S8 family serine peptidase,1,1,1.0,1,1559,,,,1251,1251,1251.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02035,,,,,,
entS,entS,Enterobactin exporter EntS,1,1,1.0,1,1558,,,,1251,1251,1251.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01959,,,,,,
group_1258,,site-specific DNA-methyltransferase,1,1,1.0,1,1557,,,,1251,1251,1251.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01484,,,,,,
group_1257,,BCCT family transporter,1,1,1.0,1,1556,,,,1251,1251,1251.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00915,,,,,,
group_1255,,aminotransferase class V-fold PLP-dependent enzyme,1,1,1.0,1,1554,,,,1254,1254,1254.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01716,,,,,,
group_1254,,Putative hydrolase/MSMEI_3903,1,1,1.0,1,1553,,,,1254,1254,1254.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01692,,,,,,
group_1253,,M18 family aminopeptidase,1,1,1.0,1,1552,,,,1254,1254,1254.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01436,,,,,,
group_1252,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,1,1,1.0,1,1551,,,,1254,1254,1254.0,,,,,,,,,,,,,BCPKOOPG_00420,,,,,,,,,,,,,,,,
group_1251,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,1,1,1.0,1,1550,,,,1254,1254,1254.0,,,,,,,,,,COKKGDBG_01074,,,,,,,,,,,,,,,,,,,
group_1250,,Putative hydrolase/MSMEI_3903,1,1,1.0,1,1549,,,,1254,1254,1254.0,MNDJGCBO_00509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1249,,hypothetical protein,1,1,1.0,1,1548,,,,1257,1257,1257.0,,,,,,,,,,,,,,,,,,,,,,,,,BENEEMDG_01470,,,,
group_1246,,hypothetical protein,1,1,1.0,1,1545,,,,1257,1257,1257.0,,,,,,AGJPCOND_02134,,,,,,,,,,,,,,,,,,,,,,,
group_1245,,FtsX-like permease family protein,1,1,1.0,1,1543,,,,1260,1260,1260.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02063,,,,,,
group_1244,,hypothetical protein,1,1,1.0,1,1542,,,,1260,1260,1260.0,MNDJGCBO_00508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1243,,MFS transporter,1,1,1.0,1,1541,,,,1263,1263,1263.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01025,,,,,,
group_1242,,carboxylesterase family protein,1,1,1.0,1,1540,,,,1263,1263,1263.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00927,,,,,,
group_1241,wecC_2,UDP-N-acetyl-D-mannosamine dehydrogenase,1,1,1.0,1,1539,,,,1263,1263,1263.0,,,,,,,,,,,,,,,,,,,,,FABEFEHK_02001,,,,,,,,
group_1239,,hypothetical protein,1,1,1.0,1,1536,,,,1269,1269,1269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIBDHPGH_01123,
group_1238,,ABC transporter substrate-binding protein,1,1,1.0,1,1535,,,,1269,1269,1269.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02155,,,,,,
group_1237,,hypothetical protein,1,1,1.0,1,1534,,,,1269,1269,1269.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02148,,,,,,
group_1236,,geranylgeranyl reductase family protein,1,1,1.0,1,1533,,,,1269,1269,1269.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01930,,,,,,
group_1235,,hypothetical protein,1,1,1.0,1,1532,,,,1269,1269,1269.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01693,,,,,,
group_1234,,glutamate-5-semialdehyde dehydrogenase,1,1,1.0,1,1531,,,,1269,1269,1269.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00891,,,,,,
group_1233,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,1,1,1.0,1,1530,,,,1269,1269,1269.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00772,,,,,,
group_1232,,glycosyltransferase 87 family protein,1,1,1.0,1,1528,,,,1272,1272,1272.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00365,,,,,,
group_1231,,hypothetical protein,1,1,1.0,1,1527,,,,1275,1275,1275.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01752,,,,,,
group_1230,,MFS transporter,1,1,1.0,1,1526,,,,1275,1275,1275.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01687,,,,,,
group_1229,,galactokinase,1,1,1.0,1,1525,,,,1275,1275,1275.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01015,,,,,,
wecC_1,wecC_1,UDP-N-acetyl-D-mannosamine dehydrogenase,1,1,1.0,1,1524,,,,1275,1275,1275.0,,,,,,,,,,,,,,,,,,,,,FABEFEHK_01998,,,,,,,,
cscB,cscB,Sucrose permease,1,1,1.0,1,1523,,,,1275,1275,1275.0,,,,,,,,,,,,,,,,GOOOCOCF_01592,,,,,,,,,,,,,
ilvA_1,ilvA_1,threonine ammonia-lyase IlvA,1,1,1.0,1,1522,,,,1278,1278,1278.0,,,,,,,,,,,,,,,,,,,,,,,,,,AKMLPEBN_01284,,,
group_1228,,ubiquinol-cytochrome c reductase iron-sulfur subunit,1,1,1.0,1,1521,,,,1278,1278,1278.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_01054,,,,,,
eno,eno,phosphopyruvate hydratase,1,1,1.0,1,1520,,,,1278,1278,1278.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00166,,,,,,
group_1227,,hypothetical protein,1,1,1.0,1,1519,,,,1278,1278,1278.0,,,,,,,,,,,,,,,,,,,BIHKHIPM_00443,,,,,,,,,,
gshAB,gshAB,Glutathione biosynthesis bifunctional protein GshAB,1,1,1.0,1,1517,,,,1281,1281,1281.0,,,,,,,,,,,,,,,,,,,,IDHDBNGA_00015,,,,,,,,,
group_1225,,MFS transporter,1,1,1.0,1,1516,,,,1284,1284,1284.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02111,,,,,,
group_1224,,hypothetical protein,1,1,1.0,1,1515,,,,1284,1284,1284.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00732,,,,,,
group_1223,,sulfate adenylyltransferase,1,1,1.0,1,1514,,,,1284,1284,1284.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00585,,,,,,
group_1222,,hypothetical protein,1,1,1.0,1,1513,,,,1284,1284,1284.0,,,,,,,,,,,,,BCPKOOPG_02021,,,,,,,,,,,,,,,,
deoA,deoA,Thymidine phosphorylase,1,1,1.0,1,1511,,,,1287,1287,1287.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_02136,,,,,,
group_1218,,hypothetical protein,1,1,1.0,1,1508,,,,1290,1290,1290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,OPLPGAAK_00397,,
group_1217,,hypothetical protein,1,1,1.0,1,1507,,,,1293,1293,1293.0,,,,,,,,,,,,,,,,,,,,,,,,KOIPOHFF_00966,,,,,
group_1216,,deoxyguanosinetriphosphate triphosphohydrolase,1,1,1.0,1,1506,,,,1293,1293,1293.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00955,,,,,,
group_1215,,citrate synthase,1,1,1.0,1,1505,,,,1293,1293,1293.0,,,,,,,,,,,,,,,,,,,,,,,KHKEEPKC_00032,,,,,,
